label,review
1,"態度很好,地址填錯了還是給我跑了一趟,沒有表現出不願意的樣子,爲了這個快遞員,我寫了評論"
1,快遞小哥很快就送到了！贊！水煮牛肉肉質鮮嫩，辣的恰到好處，也很入味。不錯，挺好吃的！
1,"口味,不錯，乾淨味道好，送貨員服務非常好！"
1,"送餐特別快,態度好,辛苦啦,謝謝"
1,"送餐快,送餐大哥態度好,辛苦啦"
1,"送餐很快,態度也很好,謝謝"
1,挺不錯的！
1,快遞大叔人特別好。就是百度外賣現在連個優惠都那個少，真要投奔餓了麼了。。。。
1,感覺沒有在店裏的好吃，感謝送餐師傅我們家六樓沒電梯還得爬樓梯
1,菜場好，挺好吃的
1,快遞小哥辛苦了！下雨天的真是辛苦您了！給你點贊！
1,相當好！送餐快，一大盒子超好吃！
1,"送餐特別快,送餐員態度也特別好"
1,速度快，量多，很香
1,味道很正點！餐具很好用！送餐速度快！
1,魚豆腐有異味兒，有點膩。
1,非常好！第一次用百度外賣，送餐很快，快遞小哥也很禮貌。菜品量足，味道不錯，下次再來。
1,味道不錯！
1,東西還可以，但是沒有在店裏吃的好吃
1,鍋底怎麼是13？
1,"很香,很好吃"
1,"很好,送餐員也很好"
1,菜量給的挺足的，很滿意，就是墨魚丸不太好，有股臭味，其他都很好吃。
1,不錯好吃，就是最後有點油
1,一個小時送到的，很好吃，但是點了平菇怎麼沒給
1,辣椒放太多了吧
1,鍋仔酸菜燉腔骨怎麼沒見酸菜啊？只有青筍和腔骨，青筍也不是酸的。
1,很合口味。女友誇豬蹄好吃。過年期間都不容易。給快遞小哥個贊。辛苦。
1,炒飯有點兒油，不過菜還是很好的
1,送餐很及時，菜品味道不錯！
1,飯還挺實在給個好評送餐挺快
1,騎士服務態度很好，速度很迅速！
1,最近一直訂這家的外賣，相當不錯，夠味兒，快遞小哥也是棒棒的！
1,量很多，就是尖椒豆腐皮的味道差點，不是尖椒，是大海椒，一點辣味都沒有呢！
1,味道還不錯，紅燒肉更軟點就更完美啦！
1,"快遞員很好,又快又負責"
1,味道很好，送餐速度也很快。
1,一直在訂餐還不錯好評
1,很好，送餐小哥服務不錯，態度很好，準時，飯菜也不錯，大冷天，贊一個
1,挺好吃的不錯送的很快
1,美味，送餐人員態度很不錯。
1,不錯啊很好吃哦！送的好快態度很好
1,"又快又好,小哥態度很好,好評"
1,下雨天，小哥還提前送過來了，好辛苦，好評
1,"挺好的,服務態度也挺好的"
1,配送員人很好
1,不錯，好吃，兩個人沒吃完，還會光顧！
1,小炒肉真心不是湖南小炒肉，坦白講肉炒太老了，不推薦。鴨頭不錯
1,特別實在，實惠，量大，良心餐廳。味道也不錯
1,很不錯，菜品物美價廉～～～
1,空心菜份量少了點，湯不錯
1,蠻好吃的就是飯太少了
1,今天送的真快，好評
1,送貨時間挺準的就是對路不太熟悉～還可以吧～
1,最近迷戀金桔檸檬茶啊！
1,服務態度不錯，騎手辛苦啦~
1,口味不錯服務態度好感謝你們
1,今天真是超級快，感覺剛下單就送到啦哈哈哈
1,外送很快，給贊一個～
1,非常好。送的也特別快。棒棒噠！
1,好服務，就是習慣百度外賣的快速
1,口感好其他的不能比我喜歡
1,配送費越來越貴！！！！
1,態度非常好，速度快，味道好極了!
1,"好喝不貴,紅紅火火哈哈哈"
1,快遞小哥辛苦
1,快遞很及時，很方便很好
1,服務很好，下次還會訂購
1,不錯，就定他們家的1!！！！！！！！
1,送的及時，飲料很好喝哦
1,不錯啊。快遞很快，奶茶也還行。
1,很快。。布丁奶茶賊好喝
1,超好喝，快遞小哥很熱情，速度很快…
1,"挺好的,挺好喝的,不錯"
1,好喝，也沒有漏。，，，，
1,騎士很好，贊一個，很禮貌，辛苦了！
1,滿意，速度也非常快。
1,味道很棒！辛苦送餐員啦！
1,經常定，特別好喝，快遞給力。
1,大冷天辛苦快遞大哥了。
1,超級快！奶茶一如既往的美味！
1,送餐很快，這麼冷的天氣辛苦了
1,外賣員名字跟我們家名字一樣
1,服務態度很好飲料很棒！
1,在這樣寒冷大風的天氣裏，等了一下午的奶茶終於到了，已經從熱的變成涼的了。但仍感謝騎士的敬業精神！
1,"大風天,不容易,非常好"
1,"7點半下單,9點送到,今天天冷可以理解,外送態度也非常好,雖然等了很久,但是還是好評吧"
1,快遞師傅特別好，大冷天真不容易
1,謝謝，非常感謝，那麼等的天真是麻煩了，雖然等了會，但還是很感謝
1,"配送員辛苦啦,服務很好"
1,"喝了好幾年快樂檸檬,第一次喝曲奇奶茶,個人覺得不好喝,本人還是更喜歡茶類冰飲,給配送員贊一個,大冬天的"
1,"一直都挺滿意的~,騎士也很棒~"
1,"能送這個實在太好了,外送大哥辛苦了"
1,送餐很快，這麼冷的天辛苦了
1,好喝，百度送的很快，非常感謝
1,一如既往的味道我喜歡的口味
1,"送貨員態度很好啦！,非常感謝,辛苦了"
1,大哥很熱情！不錯!好評
1,大滿貫奶茶！超大杯！
1,今天忙到忘了給我半糖，下次希望別忘。
1,快遞態度很好，大冷天的辛苦了。
1,"速度很快,味道很好,很贊"
1,"騎士師傅人好,態度超級好"
1,服務態度好，速度快，值得表揚
1,師傅人很好，送的超級快
1,送的很快，師傅人也很親和
1,好極了！送來還是熱的！
1,非常滿意！送餐很快！
1,十萬個贊！最好喝沒有之一！
1,百度騎士服務很好，全五分好評
1,"非常好,相當棒,很快，味道好好"
1,"一直很喜歡他家的東西,味好,便宜"
1,不錯不錯，快遞師傅也給力
1,飲料好喝，送餐也神速。
1,岩鹽芝士綠茶每單必點
1,一如既往的又快又好！每週都會在百度外賣買快樂檸檬家奶茶，送餐快，奶茶好喝，棒棒噠，開心～
1,快遞員速度快服務好，辛苦了！
1,"元旦節晚上9點還在送真的讓我感動,一直喜歡檸檬小子.蛋糕珍珠特別好喝,鹽巖芝士加了珍珠很棒"
1,非常好非常快支持！！！
1,百度騎士特別給力，奶茶是經典大家都愛喝。
1,好喝好喝，超級喜歡這家的飲料，小哥送餐也很快
1,外賣小哥很贊！送的很快養樂多好喝！
1,再送小哥超帥！！！！
1,超級給力的騎士！飲料好喝！
1,"一直很好喝,這個很好喝"
1,好喝，送的很快，百度外賣我最喜歡用了！
1,每一樣的很喜歡！會繼續光顧噠
1,"非常好喝,一直喜歡,布丁好吃"
1,"送貨態度非常好，提前了20多分鐘，送得非常快，百度配送，靠譜！,奶茶一如既往的好喝，棒棒噠～"
1,嘿嘿把不錯不錯吧吧吧吧吧
1,第一次買冰沙，口感真不錯！喜歡
1,師傅人特別好！送貨超認真
1,外送小哥態度很好，很辛苦。
1,非常好！送貨非常快！比美團和餓了嗎好多了，以後就在這買了！
1,超快就送到了，喜歡百度外賣，真心贊！
1,"天氣這麼不好的情況下點外賣實在對不住外賣小哥,辛苦啦"
1,芋圓小丸子不甜～希望下次甜一點，真的沒什麼味道
1,雖然慢了些。但是能理解|
1,好好好！贊贊贊！態度好速度快！
1,非常快～辛苦了～很好喝
1,師傅人很好，服務很好，送得快~好評
1,"大霧霾的,外送大哥辛苦了！天冷注意身體！"
1,就是配送大哥忘記給我拿吸管了⋯⋯其他都很棒。
1,很速度，贊，奶茶也好喝。
1,師傅很好，服務很熱情！
1,"派送員非常好。,速度快,態度棒棒的"
1,"建議再出款濃情可可，與巖巖的區別一下。,總體很滿意啦！百度我支持你喲！霧霾天百度小哥辛苦你啦！百度公司一定要發給他們口罩哦，太不容易了！"
1,送餐員很熱情，很好吃謝謝
1,小哥態度很好，兩種飲料都很好喝
1,太讚了我家沒電梯還能送這麼快好感動
1,送餐員辛苦，奶茶好喝…
1,師傅服務很好.速度特別快.
1,百度騎士很快就送到啦！不錯
1,熱飲也有大杯就好了，中杯不夠喝的
1,隔三差五兒的就點兩杯味道不錯！送餐員辛苦啦！
1,嗯，送貨師傅依然很負責任呢！
1,速度快，服務好，必須贊一個
1,"還不錯,送貨很快味道也還好"
1,喜歡哦，每天都在喝，就是昨天忘了給我半糖了
1,百度騎士最牛x！！！！！
1,"非常好,非常快"
1,菠蘿凍過甜，檸檬冰凍也不太好，但大滿貫一如既往的好
1,送餐員辛苦！奶茶味道不錯！
1,很喜歡喝他家的飲料！謝謝送餐小哥大冷天送來！
1,"挺好的,辛苦了"
1,超級好喝，幾乎老點…送餐員師傅態度很好！贊！
1,簡直神速…非常好喝。繼續努力
1,配送非常迅速態度非常好給個贊
1,速度很快，奶茶也都封口了就不會撒出來
1,很喜歡，一週已經喝了四次了。最愛手榨檸檬綠
1,經常上班定這個喝，好喝，送餐員師傅，可好了。
1,快遞員很客氣辛苦，因爲食物破損還跑了兩趟，謝了！
1,非常好，現在每天都喝，下午一杯檸檬綠茶提神醒腦
1,喜歡。明天還會點。！！
1,好評啊，配送速度超快，這大霧霾天的辛苦啦~
1,辛苦送餐員，填錯了地址又白走了一趟，辛苦了！服務態度很好！
1,換口味了嚐嚐、不知道是不是有進步
1,最好喝的奶茶，最給力的快遞小哥。
1,超級好喝，快遞小哥非常給力。
1,特別好喝，經常定，快遞小哥非常好。
1,贊贊！加紅豆味道更好！
1,好喝哦，但今晚我們作死點的無糖，感覺好酸，友情提示減肥的朋友點半糖
1,快遞小哥特別好。奶茶棒棒噠！
1,很好喝，送餐也及時。。。。。
1,送餐員態度很好！辛苦啦！奶茶味道棒，誰讓我是個奶茶控幾乎天天喝…
1,這幾天都在點，今兒給朋友點了幾杯她們都讚不絕口！贊！
1,非常感謝！辛苦陳騎士啦！
1,好喝！味道超讚！送餐員也很準時！
1,"比上面提醒的時間早很多。,速度挺快的"
1,味道不錯連着好幾天了都在喝！
1,全都很棒，會繼續支持。
1,"點了三次了,很好喝,送的也很快"
1,味道超級棒！送餐員大冷天的也很辛苦！超讚！
1,好喝！味道不錯！送餐也很快！
1,非常喜歡味道不錯，辛苦了！
1,這大雪天的，快遞員給力！辛苦快遞員了
1,還行，不錯，快遞也非常的快
1,好喝！快遞小哥這麼大的雨還送的很快！看他的溼噠噠的了！謝謝你們啦！！！
1,很不錯，速度也很快。
1,師傅態度特好，真暖心，贊
1,大冷天的，快遞小哥跟熱情，準時，辛苦辛苦，很感謝
1,紅豆布丁奶茶太甜。烤珍珠一直美味
1,"還挺快的～,味道也不錯。贊"
1,都好喝。烤珍珠尤其好喝
1,美味，及時，經常訂，希望優惠力度再大些
1,百度騎士特別準時，態度還特別好！
1,"快遞員態度好,速度也很快"
1,味道很好，就是手滑點成冰的了，悲劇
1,非常不錯，謝謝送餐的師傅
1,比預計時間送的還早十分鐘，態度很好，點贊！
1,快遞小夥兒特別熱情.很好！
1,可惜不能更改杯型，又所有訂單也不齊全
1,大冷天的，送餐員辛苦了
1,好喝，大雪天的非常感謝
1,。送餐員特好的說話。。。。。。
1,送貨挺快的，送貨挺快的
1,太快了，你是飛過來送餐的吧…
1,"送餐大姐人可好了，特別熱情,五星！贊"
1,配送很快！送來還是燙的！很好
1,幾乎每天都喝！…………
1,快遞小哥態度特別好…辛苦啦謝謝
1,熱飲有珍珠的。
1,百度的外送送了小禮品！很高興！意外驚喜！
1,飲品味道一直很棒，有外送太完美啦～配送大哥服務很好，熱心幫忙找零錢
1,服務很好！還送了吸吸凍！哈哈
1,好喝。。速度快。。。
1,非常方便！準時！很好！
1,奶茶好喝！送餐準時，到的時候還是熱乎乎的！
1,奶茶超級好喝，喝了好多次了
1,他家的奶茶超級好喝。。。
1,奶茶超級好喝，推薦。
1,超級好喝的奶茶。。。
1,送的超快！！
1,速度很快，32個贊，服務很好
1,非常好送的很快，，，還是熱的。
1,準時到達，太給力了！
1,速度很快。而且我找不到鑰匙也耐心等。還安慰我說不着急。人很好。東西很好喝。下次還會買
1,特別感謝快遞師傅！這麼大風天氣還準時送到！辛苦辛苦…謝謝啦！
1,速度很快，唯一不足就是第一次下單莫名的失敗了。。。
1,很好喝！天天都喝～～
1,配送不錯、態度也不錯
1,"師傅人很好,，送的速度也很快。"
1,很棒的騎士！！！！！
1,還不錯，綠茶還是個人喝不慣。。。奶茶給贊
1,小哥長得帥態度還好，好評
1,很快，沒有撒，必須贊
1,很快，也很好喝，不錯
1,很好送貨大哥
1,奶茶很好喝，快遞小哥也超給力！贊一個，辛苦了。
1,服務熱情！點單時忘了一杯，給快遞小哥打電話，有幫忙捎了一杯！
1,"有效率,非常好"
1,熱情！速度快！
1,超快！服務好熱情
1,"超級快,送餐員超級好"
1,很快好開心
1,優惠活動不錯
1,非常方便！很好！
1,"杯子壞了,不過飲料沒出來,其他都可以"
1,趕上雨最大的時候，外賣小哥很不容易
1,非常非常好！服務超級贊！
1,非常感謝百度外賣的服務，大哥因爲找不到地方饒了大半個圈。
1,速度快態度好
1,❀⚘送༵來༵不༵是༵很༵涼༵了༵但༵味༵道༵還༵是༵不༵錯༵的༵⚘❀
1,"還是那個味道,都很喜歡"
1,幾乎天天都喝
1,彈珠和芋圓小丸子很好吃
1,"每次都買珍珠奶茶,很好喝,送餐速度也快！推薦購買"
1,送的超級快，送餐員很辛苦。快樂檸檬一直喜歡喝
1,奶茶很好喝，快遞員也特別好
1,很好，很喜歡，希望出更多新口味。
1,送餐師傅很好呦！飲料好大杯！嚇死寶寶了！
1,"灰常好～,經常點～"
1,"師傅相當神速啊,好評！"
1,外送小夥兒很逗
1,"味道超讚,送的也快提前了半個小時"
1,足不出戶享受清涼，快遞小哥謝謝啦～
1,速度快服務態度好
1,送貨很快哦
1,叫了好幾次，真心好喝
1,速度很快喲，女兒的岩鹽芝士可可有點鹹哈哈，我的的大滿貫還是比較贊滴！
1,非常好，快遞非常不錯
1,每天都會買上幾杯，快遞非常棒
1,好喝，速度也很快，值得贊
1,"味道很不錯,送餐人員態度也很好,很贊,以後還會來"
1,一如既往的好
1,少年很可愛—v—
1,非常的快、有溫馨提示！
1,下次記得帶夠零錢
1,奶茶很好喝
1,送來的挺快的～味道不錯
1,送來的非常快，飲料都非常的不錯呦，超級喜歡
1,"味道很濃,而且還可以換不喜歡的布丁,很靈活的店家,贊一個"
1,感覺沒有去店裏的好喝
1,速度超級快呀，很好喝，冰爽
1,好的還可以
1,很棒！太快了
1,送餐快，非常好
1,曲奇很好喝
1,超級超級好
1,很準時！口味很好，大愛可可小丸子
1,"速度很快,謝謝送餐員,辛苦"
1,挺好，沒撒！
1,岩鹽芝士的也好喝
1,好喝～不用去外面買了～
1,下雨了，感謝送餐員
1,"非常好,辛苦送餐員"
1,挺快的，好
1,喜歡多年。非常好。
1,謝謝外送人員。在雨天的家裏還能喝到快樂檸檬
1,"東西很好吃,送餐速度和態度也很棒"
1,本次訂餐很愉快！
1,挺好的！下次還定！辛苦送餐小哥
1,"米飯好少啊！對我這女生來說也不太夠哪！,水煮牛肉還是很好吃哦！"
1,騎士小哥辛苦啦！非常快
1,菜很好吃，就是炒飯這次給的有點少。
1,快遞小哥服務特別好，餐送到還熱乎乎的，正好吃。菜品不錯。
1,"飯很少,要知道就多定兩碗了,送餐師傅很棒"
1,"土豆燉得特別好,適合老人吃,謝謝"
1,速度比預計快很多，菜品不錯
1,"辣子雞越來越少了。,！！！！！"
1,送餐小哥真快，菜也很好吃
1,好吃，好吃，江山城的烤鴨真是挺好吃的
1,挺好的，挺不錯的，味道不錯
1,菜有點辣，菜量挺好，量大。味道挺好。
1,態度很好，效率很高，給十分贊
1,每次量都很足哈！超級贊，好吃
1,送餐很快，可是爲啥沒餐具呢，用手吃？幸好送餐師傅給了兩雙百度餐具。
1,百度騎士速度好快啊！而且服務態度超級好～～江山城的飯一直很好吃，走了外賣很方便呢！
1,麻辣香鍋做的真好吃，
1,很棒。。很快。。很好吃
1,他家菜很好吃，有求必應，送餐速度很快，贊
1,速遞小哥辛苦了，飯菜到手還是燙燙的，在這寒冷的日子，謝謝啦！
1,很好吃，菜品味道很好，有要求都很爽快滿足，贊
1,點了三個菜，師傅拿來六盒子，量很大的。千葉豆腐和包菜鹹了點，魚香肉絲鹹淡剛剛好，口味很好，乾淨衛生，沒想到這麼好，還送了幾顆山楂，希望品質會一直保持，還會再來滴。
1,挺快的味道不錯，推薦大家選擇。
1,服務熱情，送餐高效，很滿意
1,味道不錯，挺講究的，私房豆腐很好吃
1,有一點問題，就是餐盒用的太多。沒有必要
1,在家附近吃了很多年，烤鴨一級棒。
1,送餐快，菜品還是熱的.服務也好
1,很不錯，以前都在店裏吃，現在方便了
1,不錯不錯，味道可以！速度也還可以
1,很棒的哦，第二次訂餐了
1,丸子很嫩，拔絲山藥還給配了一袋水，呵呵，好貼心
1,很快很好吃更給力會繼續支持的
1,不錯哦，感謝百度騎士！
1,這家店和百度外賣太配了，炒菜速度也快，送餐速度也快，全家都很滿意，點了四個菜，宮保雞丁、魚香肉絲、醬茄子、酸辣土豆絲，土豆絲是面的，也挺好吃，其他幾個菜品味道都不錯，多吃了碗米飯，作爲送餐能這樣的效果超級知足了！還會再來！
1,速度很快，菜的味道也好！不錯！
1,毛血旺辣度正合適，料很足，比眉州的性價比更高
1,寶寶很愛吃荷蘭豆，甜甜的
1,"第二次買了,挺好的,以後繼續"
1,"很好吃,送餐速度快,下次再來"
1,送外賣小夥服務真棒，很盡責！
1,挺好，繼續保持！
1,味道很棒啊
1,配送師傅速度很快，態度也好。
1,"百度外賣超快,有些菜沒了，換的"
1,"百度外賣，贊。,菜不錯就是請注意包裝。"
1,"百度外賣，贊。,店家的包裝要提高，都灑了！！！"
1,店家給力，騎士哥們也給力，辛苦了謝謝，，下次還點。
1,外賣小哥很可愛。飯少。zz
1,好吃，服務也好，滿足了我的需求
1,配送速度很快，服務態度很好
1,非常好的服務，跟鞋你們
1,謝謝騎士，辛苦了～～
1,不錯，方便，挺好吃的
1,那個湯的味道是真心的接受不了，其他的還好，味道比較不錯。
1,第一次吃雞米飯超級好吃！送餐也超快！
1,"排骨雞裏沒有青筍麼,下次放點吧"
1,"湯很好的說,送餐很快,棒棒da"
1,"吃的挺好的,以後還會點別的"
1,幫女朋友訂的，味道很好。
1,雞湯鹹死，無法入囗！
1,不很好吃，微辣就是一點都不辣
1,撒得一塌糊塗，味道不錯。
1,不錯，味道挺好。值得點贊。
1,少一盒米飯，只送了三盒米飯，我要了四盒
1,快遞給力，排骨飯和雞飯全是肉，味道好，湯都拌飯了，一個女生吃不下一份。
1,很香，也很好吃～只不過排骨裏面的碎骨頭有點多。
1,還要說十個字！？好好好好好
1,微辣一點都不辣啊
1,味道很好，服務很快，值得擁有
1,喜歡吃黃燜雞，味道棒棒噠
1,味道不錯，送餐速度快！很不錯大讚
1,嗯，好吃，黃燜雞真是吃一家一個味，我喜歡這個味道，棒棒噠
1,卡超級快就送到了謝謝謝謝
1,滿意，很好，配送給力食物好吃
1,味道很好，可惜吉野家的量一直不太多
1,很快，很好，經常訂，謝謝師傅
1,真不錯，價格便宜實惠，分量足，最滿意的一家
1,物美價廉，很好，謝謝。
1,這大冷天的辛苦騎士了！謝謝您！飯很好吃！
1,味道一般，但是服務和飯菜質量很好！
1,到的時候飯飯熱乎的呢！又快又好，大冷天的真辛苦，感謝！
1,米飯有點硬，有點涼了。
1,百度騎士很棒，又快又好
1,特別好吃還會來!!!!!
1,東西好，對川人不合口味
1,很好吃。也很速度。服務態度也很好
1,"送餐簡直是坐火箭來的,太快啦。送餐小哥很熱情。非常滿意"
1,送餐非常速度，負責人，熱情！
1,"不錯,第二次購買了,很喜歡"
1,服務和味道都是不錯的
1,看着不錯，飯量也還可以。
1,"飛速送達,謝謝配送員,菜品也不錯"
1,確實很快，食物也不錯，比吉野家便宜。好好好。
1,服務周到。很貼心。我喜歡。
1,送餐速度很快，非常好
1,外賣小哥送的很及時，服務態度很好。給個贊！
1,百度騎士很快，菜品也不錯，應該是有所升級
1,百度騎士非常快，菜品也很不錯，好像有所升級
1,鹽酥雞太不正宗，不好吃，飯不錯啊
1,配送很快，師傅態度很贊。非常感謝百度外賣！
1,"騎士人很好細心超快速贊一個,飯還好量大"
1,"太實惠了,味道好,好好好好"
1,"快遞小哥很好,贊一下"
1,"挺好味道比較淡,還好給了盒榨菜,還不錯"
1,很不錯，飯菜量都很足
1,速度真快，20分鐘就到了，而且味道不錯呢
1,"速度很快,贊一個快的小哥"
1,很好！外賣小哥很給力！！！
1,送餐員辛苦，飯也好吃，繼續購買
1,快遞員辛苦了，菜品也不錯
1,"都是肉,有些幹,肉真的很多,多一些湯汁就好了,味道還不錯,還送了個速溶咖啡"
1,速度很快，用了不到20分鐘就到了，東西也很不錯，贊一個！
1,送餐快，味道可以。如果有滿減就更好了。
1,速度很快，東西也不錯，贊一下
1,好評一個。幹嘛非要10字以上！！！
1,送餐的哥哥好快呀，態度超好，這大冷天的真是辛苦了
1,味道很好，米飯軟硬也剛剛好。
1,快遞師傅很好，飯也不錯，味道不錯，尤其量也足，那米飯給的，都吃不了，太少見了
1,很好吃，量大。快遞小哥，服務一流。
1,很好！份量很足，香乾回鍋肉裏的蘿蔔乾很好吃，每份飯還送了咖啡，謝謝！
1,快！外賣小哥特別棒！
1,飯到的很快，服務非常好。
1,"很好,外賣小哥服務也很好"
1,"特別快,感覺定完沒幾分鐘就來了,送餐小哥很細心,贊一個"
1,送餐小哥很不錯，很有禮貌啊！
1,"很好吃量也很大都吃不完,贊一個"
1,這飯太給力，吃不完都
1,挺好，速度快
1,配送很快，贊！套餐份量很足，味道很好，特價價格也很便宜，非常划算！
1,好吃，好吃，好吃，重要的事情說三遍。
1,很好吃，滿減時買價格也合適~~
1,挺好的，送的也挺快的，米飯再好點就更好了，感謝送的coffee
1,送餐員很給力！大大的贊
1,"速度挺快的,贊一下"
1,送餐員態度很好，產品質量也好，滿意。
1,不錯的一家小店噢，以後會經常光顧的，推薦黃燜雞～
1,"味道很好,只是最近雙拼換了餐盒,參合不大好,送餐及時,送餐小哥認真負責,態度很好"
1,送餐小哥服務太周到了
1,"非常好吃,量也大,送餐小哥工作認真負責,棒棒噠~"
1,吃起來就知道很乾淨，入口很乾淨的外賣不錯
1,送餐的小哥非常贊，大冷天的，真辛苦！態度速度都超讚，必須五星！
1,送餐很快，味道也很不錯，量大
1,送餐員王昭暉很努力，態度很好，好評
1,"就是好吃,量還夠。速度也快"
1,還可以，就是米飯偏硬了點
1,小哥態度特別好。東西也不錯
1,很好，離得公司近，郭師傅送餐也很快，很滿意！
1,第二次點，這次送的速衝咖啡。
1,送餐非常的快，價錢給力
1,撿了個便宜，搞活動正好看見了，味道不錯，量也大。
1,百度外賣速度快，態度好。
1,"分量很大。對於食量小的妹紙是可以倆人吃一份的…。味道也不錯,送的又快。非常贊！"
1,沙拉忘了醬
1,非常不錯，還送飲料了！棒棒噠！
1,非常不錯！！！味道很好，很快
1,什錦蘑菇有些膩，飯量挺大的…
1,"太好吃了這家,還乾淨,量也夠,棒呆"
1,送貨的小哥服務超好的
1,配送人員超有禮貌：）
1,味道蠻好的，雞蛋煎成了花的形狀好可愛
1,送餐小哥好帥好帥！！他說希望給好評那就一定是好評好評！！
1,活動挺好、希望繼續保持
1,送餐員辛苦了！可能不要同時點肥牛和雞排會更好，點在一起有點膩。味道還是不錯的。
1,還不錯，肥牛有點幹。
1,挺精緻的午餐、百度快遞不錯、很快！
1,真的優惠！！送的不慢！！
1,口味還可以，肥牛入味還行
1,"無意中看到有特價套餐,味道很好,送餐速度也很快"
1,送餐小哥贊一個！！！辛苦了
1,送餐速度很快，味道還可以
1,量大，味道也不錯，性價比超高。
1,不錯、白度快遞小哥速度夠快！飯品也OK
1,蔬菜色拉新鮮，配菜顏色不錯，就是米飯不太好吃
1,"什麼叫完美~,訂了口口香~優谷你就知道，不是打廣告,真的非常棒，味道，菜色，必須贊，足足足！,百度騎士非常給力。服務是想當熱情，在樓下非常正式的軍姿等待我們取餐，雙手端飯送給我們，還祝我們用餐愉快，一雙墨鏡透着帥氣~"
1,還可以，就是汁少了些
1,這個套餐太值了，從下單到到達，簡直是空運的速度
1,味道不錯，外賣小哥速度快，態度好
1,"百度騎士超酷,速度很快"
1,味道很好，配送師傅更給力，準時，飯熱騰騰的
1,"送的太快也不是好事=,=！"
1,雖然第一次少發了，聯繫了店家又馬上補了一份，很好
1,很滿意。味道好好，量還足。送餐好快，謝謝百度外賣的送餐師傅。
1,配送超級快，配送員態度超級好，下次還來^_^
1,飛一般的速度
1,很棒！下次還來！
1,"師傅送餐神速也！,非常耐心,非常體貼。謝謝！"
1,送餐速度非常快，服務態度非常好。
1,快遞真是神速，沒見過這麼快的送餐
1,特別好。味道也好，送餐很快。
1,快遞小哥很帥，很可愛，飯也很好吃！
1,好吃！以後常訂！
1,沒想到這麼好吃，好評！！！
1,沒想到味道這麼棒，以後我就多訂，請多多關照！
1,道菜的味道還可以，配送很好，服務很好。
1,大過年的辛苦了
1,一直吃他家湘菜～味道正宗。
1,騎士小哥非常好，菜也很好哦
1,送餐員態度點32個贊
1,元旦美味！刀功細，菜入味！
1,炒菜需時間較長，配送小夥提前電話提示，細心！贊一個！
1,很好，快遞特別快快快。
1,快遞小夥真不錯，菜的辣味十足
1,米豆腐好吃，下飯啊～～
1,"不知道爲啥連袋子都沒有，端的我一手油，牛肉的味道可以就是師傅的刀功能再好點麼,大的太大小的太小。白菜太油了,建議青菜少放點油，有湯都可以"
1,"豬手好吃啊，包菜一般,沒什麼可說的"
1,牛肉、大腸稍微有點少。
1,"百度外賣,送餐速度快,服務不錯"
1,送餐及時，服務態度熱情
1,很快，很方便，下次繼續支持百度外賣
1,送餐小哥辛苦了，大冷天的
1,謝謝送餐員！冒着寒冬送餐
1,"雖然比不上湖南當地的但在北京來說味道算不錯啦,老闆湖南人吧"
1,非常好，速度快，態度好
1,"餐盒漏了,菜油灑了一袋子"
1,肥腸超級多！量很足！一直很喜歡他家的菜品
1,一直很喜歡他家的菜，全部，擂椒荷包蛋最愛
1,有點辣還行吧，米飯少
