label,review
0,味道還可以，就是裏面有砂子
0,送的越來越慢~不準時。。。
0,送餐的是個SB，吃的全都撒出來了，而且這人只送到電梯，一步都不多走，還得自己走一段去拿。餃子全涼的
0,"餃子一份特別少，真的，也就十幾個吧，配送挺好的,餃子不行"
0,一份12個。
0,時間長了，筷子也沒給
0,還沒到啊，怎麼就顯示到了
0,極其不準時，午餐變下午茶
0,"配送太慢了,比系統預計時間足足晚了一個小時"
0,等了兩個小時，可以當夜宵吃了
0,盒子好像倒了，飯撒了……
0,預定時12：40好像是，寫13：33送達，快3點了我還沒見到飯，也沒人給我打電話。最後一姑娘敲門說這是你的餐吧，好像送錯了送我那去了。我好無語啊！
0,"等了一個小時,字數布丁"
0,"不知道爲什麼晚了三十分鐘,後定的東西都到了和合谷還沒到,已經餓到胃疼了,菜還可以,到的時候也有點涼了,以後不會再定了"
0,訂餐後經催促一個多小時才送到，菜和飯都是涼的，吃的很不舒服
0,非常差，米飯夾生，打和合谷客服投訴，告知門店會有人處理，到現在也沒有下文了，真的是無語了，以後再也不去去和合谷！
0,飯不錯，送餐太慢了！收了6元送餐費，晚了半個小時！
0,不僅送的慢，態度不好，而且超級難吃、量還特別少
0,蔬菜特別不新鮮，感覺都要爛了
0,兩個多小時餐纔到，上次也是一個多小時。服了
0,"再也不點了,大拌菜都不新鮮了"
0,"飯菜還不錯，但是我TM,11:00訂的餐、13:00才送到、海龍到中技有多遠自己掂量吧。"
0,特別難吃，有點搜了，再不訂他家的飯了
0,從來沒有評論過，實在忍不住，配送員那個脾氣之差啊，讓人感覺自己簡直就是欠他鉅款。點這麼多外賣從來沒遇見找不到地方的配送員，這位大哥找不到地方打電話問也就罷了，關鍵是整個人牛逼哄哄，一會兒嫌我說話快，一會兒又嫌我沒說清楚。最後到了也是脾氣巨差，一臉不耐煩。大熱天的確實辛苦，但是正是因爲大熱天所以懶得出去才叫外賣啊，真不知道該怎麼來撫慰這種配送員的心情，臭臉和語氣堪比駕校教練。點餐的人受了這些氣，飯菜怎麼樣還重要嘛。
0,送的挺及時，但是沒送筷子和勺子。
0,"送餐特別慢,沒給我發票"
0,"配送太差了,十點半定的,一點鐘才送到,態度也很差"
0,太難吃了，和店面應該不是一個廚師
0,送餐超級慢，送餐員態度也不好，打客服催單也沒人理，取消訂單也取消不了，總之是超級差勁
0,居然弄錯收貨人了，送餐態度也不好
0,送了一個半小時沒送到，最終送到了還沒帶筷子，催外賣門店不給回電話。這種店應該倒閉。
0,99分鐘送到，飯是量的，咖喱都灑出來了，丸子超難吃，有股怪味。。。總之很糟糕。。。
0,我從來不給差評，但是今天實在忍不了了，必須要說說。知道今天天熱肯定會有很多人叫外面，所以11點20就下單了，等到13:00飯還沒來，給和合谷和百度外賣的客服打電話，都沒人接或者忙，最後打通了百度外賣的客服，跟我說幫我催一下，一會兒給我打電話，讓我手機保持暢通。等了20分鐘都沒消息，又打了一遍百度外賣，跟我說幫我按照緊急事件處理，有消息跟我聯繫。等到13：30還沒人理我。最後在大衆點評上查到了和合谷海龍店的固定電話，終於找到人了。最後到了14:00的時候終於送到了。一共3盒飯，有兩盒的湯汁全都灑出來了，全都灑在了袋子裏，紙巾筷子一塌糊塗，盒子裏面的菜全都擠在一起，簡直沒法吃，必須差評！！！！一會兒打電話給百度外賣投訴！！！
0,我還沒收到餐怎麼就訂單完成了？？！！！！
0,等了一百多分鐘後告訴所點菜品沒有了，讓換其他的，服務跟不上就別承諾四十分鐘送達，送不過來至少提前說，而不是一遍遍的打熱線電話還打不進去，什麼服務態度，讓人餓着等到兩點，太氣人
0,太慢了，等了一個半小時
0,人還沒到就叫我下來，騙我說自己到了。
0,"量不是很大,一把人還湊合"
0,太差了，訂單要求15：30送，可是13：30就送來了，投訴還無用
0,非常差，速度慢的可以，0分
0,"送餐太差,找不到地方電話騷擾,一個多小時才送到,口袋裏面菜湯還撒的哪都是"
0,很少給人差評！你家滷肉飯那個肉可以說是肉絲了吧？量不是一般的少！有一兩肉嗎？一錘子買賣？
0,好難吃啊，意大利麪粗，肉醬有奇怪的味，披薩餅怎麼是酸的
0,"基本上就沒有肉……全是湯……而且味道也一般,垃圾中的戰鬥機！還金牌滷肉飯……就一個字差"
0,菜量太少了，不夠配米飯的
0,披薩太油了，還發現一根頭髮在上面。
0,太難吃了，真難吃，可難吃了，不足十個字，夠了嗎？
0,味道不怎麼樣，點了4個菜感覺就紅燒牛腩好吃點
0,吸取教訓披薩還是買出名點的
0,酸辣土豆絲爲何放那麼多生薑！
0,巨難吃，雞丁沒幾塊都在油裏泡着，油太大啦！酸辣土豆絲，請問醋在哪裏？辣在哪裏？不酸也不辣！這兩個菜一起點，已經是我多年的習慣，在n家餐館吃過，只有這家是最差的！
0,宮保雞丁用的什麼肉啊，都是雞皮之類的破肉根本沒法吃，土豆絲也鹹了，勉強吃吧
0,不只是不好吃，是不會炒菜！蝦醬整塊整塊出現在雞蛋中間都沒炒開，鹹死！虎皮椒整塊糊，酸湯肥牛味道也很糟糕。這家店特別不推薦。
0,肉，豆腐，蔬菜都不新鮮、味道差極，關門少騙人吧
0,腐竹燒肉跟肥腸調味偏酸，量挺足
0,土匪豬肝不新鮮，其他菜也不好吃
0,油裏泡出來的，肉段硬的跟柴火似的。差評。
0,"剁椒雞蛋的量怎麼比前天少了一半？,我寫送餐要求的時候不就是讓你們把腐竹燒肉多給點麼,不多給你別特麼的也別給我減量啊，尼麻痹,這不較勁麼？"
0,飯送來的時候全灑了，還怪商家蓋子沒蓋好，以前又不是沒訂過，也沒見其他人灑一兜子的~
0,以前訂過感覺還好，這次訂的裏面的肉有怪味，不知道是什麼肉啊！！！！！
0,速度很快，味道還不錯
0,經常訂他家的菜，但是這次酸豆角沒洗乾淨，農家小炒肉的肉一股很噁心的味道！太失望了
0,不錯！挺快的！菜沒涼
0,給送的菜都不全，我要兩份給送一份，您家倒是挺省呀？
0,大爺的，定了幾十次了今天居然變成辣的了
0,"太慢，都快餓壞啦！,實在無語。"
0,菜都是涼的，這大冬天讓人怎麼吃？
0,送餐太慢啦！送過來都涼透了，沒法吃！
0,你們家是賣鹽的麼，把菜弄那麼鹹？
0,第一，送來時候已經涼了。第二，青椒雞丁完全沒熟啊。炒時間太短了。
0,飯送來是涼的，而且還送錯了菜，商家說退的錢至今也未送來，我不乎這點錢，態度簡直讓人接受不了，再也不要吃了
0,這麼點菜是幾個意思？！氣死了。一次比一次少，店家欺人太甚。
0,2小時40分鐘才把餐送來，餐送來已經涼了，還把雪梨湯灑了一塑料袋，也沒帶餐具
0,商家太馬虎大意了，第一次給騎士的餐是錯誤的，第二次終於經歷了一個小時再次送到的時候又沒給拿筷子。對商家太失望了
0,"等了一個半小時餐送錯,菜已經涼了"
0,菜湯全灑了出來，全是油
0,菜量太小，送到都已經涼掉了
0,吃出了塑料紙，感覺真不爽
0,菜很少根本不夠吃，下次不會再點了
0,配菜拿錯了，拿成米飯了！
0,我要的精選米飯，你給我送過來一個空盒？？？你TM在逗我嗎？？？？？差差評！！
0,送錯主菜了，叫的宮保雞丁送的幹鍋菜花，來不及只能先吃了，聯繫客服然而幾個小時了還沒退差價。
0,"送餐太太太太太慢了！！！！！！整整晚了半個多小時！！！,當然，飯菜很好吃"
0,吃到了好大的石子！差點把牙咬碎了！
0,清炒時蔬你們能換一換別的菜嗎？菜都是苦的你們自己嚐嚐好嗎？太難吃了！！每次都是這種綠葉菜，每次都扔掉！
0,送來的很快。但是燉雪梨是冰涼，顯然是冰箱裏的，不是路上凍涼的。也沒有給筷子。差評了。
0,"兩小時,兩小時送到！"
0,"1、餐盒好看不方便，不折離嘴老遠，折一下一手油。你們不考慮實用性麼？,2、少放油，少放油，少放油（重要的事情說3遍）送個清炒時蔬一盒底全是油。,3、特價雪梨一分錢，選完了結算還是按照8元算，優惠有毛用？"
0,兩個小時才送到。說話說一半掛我電話！半價賠付也完全沒有！什麼鬼！湯還灑了！
0,餐品少給了我一個，我上樓後才發現。電話送餐員，送餐員也沒檢查就一口咬定是商家少給了。讓我自己溝通商家。結果商家確認確實給了。至今還沒送還。
0,全撒了，撒了一身，讓快遞更換，也不管，要求退了，也不能退，非讓我聯繫客服，投訴投訴。有照片
0,非常不好，11點半訂的餐，餐廳把餐給錯了，又從新送的，由於之前快遞師傅已經點了訂單完成，所以退不了餐，也不能改爲餐沒有送到，都1點半了才吃上。餐廳並沒有按很生氣說明裏寫的超過預定送餐時間半小時賠付50%的餐費。
0,"用紙盒來裝，灑得到處都是油,配的小菜靜是油菜的硬疙瘩，根本沒法吃,徒有虛表"
0,"差評差評！第一，扁豆和肉沒熟,吃完鬧肚子,胃疼兩天了,第二，必須滿三十才送，可選東西又少，一個人吃飯點了套餐就必須點自己不能喝的涼茶了才能湊夠！給一顆星是衝着餐盒"
0,吃了這麼多回大盤雞了，頭一回吃着雞湯大盤雞，一半食材一半是湯真沒見過誰喝大盤雞裏的湯的，您把湯汁收乾點不行嗎做的專業點，我真希望只是我碰到了！
0,什麼油做的湯？一層厚厚的油。特別膩。
0,"什麼味,也沒有,一點都不好,再也不會點"
0,時間太不給力了。兩個多小時。。。一定要改善。不然沒人買了。
0,不如上次，沒味道，不如店裏
0,難吃，太尼瑪難吃，不是正宗的
0,太尼瑪難吃了，垃圾垃圾
0,地三鮮，茄子裏面有很多是生的
0,幾個菜基本都不好吃，魚香肉絲相對稍好。配送員態度很好，按時送到！
0,配料太多，味道一般
0,京醬肉絲給我配的烤鴨餅！
0,服務員居然忘記裝烤鴨餅，等餅送來的時候烤鴨都涼了，真是無語了
0,這大牛逼鴨子做的~能再老點嗎~麪醬能在混事點麼~鴨子沒味麪醬走味還開個什麼啊~早日關門大吉吧~
0,"肉太少,沒有在店裏感覺多"
0,燒雞沒有了，打電話換了個吊燒鴿子，簡直太小一個了！
0,點的吊燒雞，店家溝通過是吊燒鴿，也很誠實的說肯定沒有雞那麼大，我也就嫌麻煩沒退，雖然有心理準備但看見實物還是驚呆了，只有拳頭那麼大，實在不知道該說什麼好，價格還是42，覺得有些不舒服，一隻烤鴨一盒完全能裝下，結果裝了兩個半盒，蔥絲和黃瓜卻用袋子裝，盒子也是要錢的啊，紅蓮確乎不是記憶中的紅蓮了，我從小在南城長大，對紅蓮有兒時的情節，當年的南城第一爐已不復存在，快遞小哥還是很好的，贊一個
0,點烤鴨居然沒有鴨餅和甜麪醬，而且也沒說明。真是醉了
0,餃子太難吃了，再也不定了。
0,水煮魚這道菜是我吃過最難吃的下次了，就這水平，像是職工食堂大媽做的。牛肉真叫硬
0,米飯是前一天剩的。瞬間一點胃口都沒有。
0,不好吃，醬油多味道鹹，包裝一般；關鍵吃了有點鬧肚子。
0,這次的丸子做的沒有味道！
0,無論如何，麻婆豆腐不應該先炸過啊⋯⋯
0,我本身是口味偏重的，但都覺得菜鹹得不行不行的，配送連餐巾紙都沒有，而且用的是超薄的塑料袋，實在不想再吃你家了！！！
0,非常不錯挺好吃的羊排太難吃了
0,商家不把顧客留言放心上，強調不要辣椒，商家還是放了很了很多，弄的孩子無法吃，其他菜品味道不錯，快遞小哥很不錯都送院裏來了很棒！
0,菜還不錯，米飯有點餿了。。。。
0,今天送來的茄子就跟別人吃剩下打包的一樣，少的可憐！雞丁甜的跟吃蜂蜜一樣！太差勁了簡直！以前總在這家買！怎麼變成這樣了？！！！
0,火鍋店的炒菜。。不敢恭維
0,同樣的菜品！怎麼沒有上次的口？不是一個廚師吧！這次沒有自己炒的好吃呢？
0,菜味很棒，希望繼續努力，支持你！
0,"比一般好一點,比好一點一般"
0,送菜員，忘記帶啤酒過來了，太馬虎了，害的我老醋花生白點了!!!沒見過這樣的送餐的。
0,特殊要求寫了砂鍋豆腐不放海米，最後還是放了
0,送餐用了1個半小時~~~我也是醉了，魚香雞絲，半盒子油，超級鹹，黑乎乎的...不健康太油了~~以後不定他家了！！
0,"一份炸饅頭片就四片,上次至少八片,減量不減價啊"
0,外送人員好評，芥藍差評，太老啦
0,送達了？送哪去了，已經是第二次了。你們搞什麼啊？浪費我的一份訂單？要是不想做生意就別開了。
0,菜量一般，有點少
0,又涼又難吃！送餐時間兩個小時
0,"我這太慢了吧。百度外賣說給回覆,回覆哪去了，遲到了2小時。"
0,大盤雞的雞肉是粉紅色的，太怪異了，感覺像是被染了色
0,送哪去了？到現在都沒收到。不知道說什麼好了。
0,送餐太慢，等了兩個小時，無語
0,配送能不能快點呢？
0,菜量太少了
0,送達個屁啊！我這還沒吃上呢，系統就顯示已送達！！！我只能說這個軟件是神馬玩意啊！！！！
0,菜很難吃，大盤雞全是雞肉，沒看到腿或者翅膀，白菜很黃，像醃菜，要了兩份米飯，只送了一份，打電話質問，還說兩份在一個盒子裏，一個盒子兩個人怎麼吃呢！
0,飯菜送來時還是熱的
0,鍋包肉巨難吃，不知道拿什麼做的包粉。甜的發齁還掉渣兒。。。
0,可能我家不好找，慢了一點，疙瘩湯坨住了～
0,太難吃了，梅菜扣肉是甜的，小炒肉也非常難吃，這是我第一次點他們家的，也是我最後一次點。業界良心，希望給各位參考
0,送餐比蝸牛還慢！晚了2個小時一輩子都不會在光顧
0,"送餐超慢，晚了一個多小時，催了三次,菜品油太大，除了湯還行，其他的都糊嘴,並且，說好了滿100送大可樂，特意湊的單，結果送到了說沒拿，打電話到店裏結果接了之後說查一下給我回電話，然後就沒有消息了"
0,菜量太小了，而且還不好吃，送外賣還不拿零錢，太他媽坑人了，筷子都不拿，下次再也不點他們家的了，
0,肉都變質了，還說是新鮮肉，我就呵呵了
0,"少給一碗飯、,送來救沒有！牛肉麪沒有湯。全部灑了！,這家店、這個配送。都很噁心"
0,你們店趕緊關門整頓吧！有1公分長的蟑螂，真是對你們店無語！要不傳照片上去看看！
0,太慢了，一個多小時我都上班了才送過來
0,太慢了等了1個多小時才送到
0,都是雞雜，黃燜雞裏面不知道是什麼，比楊銘宇差遠了
0,武昌魚和疙瘩湯太鹹了
0,時間差距太大了……吃飯的心情都等沒了
0,菜貴，配餐費還高。真坑
0,"訂的時候我特意問過是否有架子和酒精,告訴我有，到了之後就是一個托盤,交了20的押金,托盤現在還在我家,商家從來沒問過！我之所以吐槽,是因爲我訂過別家烤魚,他們沒有押金,並且主動聯繫來拿這些東西。對比出真知啊"
0,乾煸豆角的味道不是很好而且量很少
0,"速度真的慢的不能再慢！足足等了1個半小時,有待改進！！"
0,"送到菜和飯都涼了,哎"
0,送過來晚了一個小時飯菜都涼了
0,小炒肉肉不多又肥不說，關鍵是肉質有異味了，也不知道放了多久，都沒敢吃了。小蔥攤雞蛋分量較足，味道也行。米飯一個盒飯大小，不算少。
0,，，，，送餐員傻缺。飯呢裏面有異物，在點西紅柿雞蛋之前我就有顧慮，點了以後裏面確實是有吃剩的硬物肉渣。
0,服了！看評論挺好才訂的，魚香肉絲蓋飯裏吃出個鴨嘴骨頭，飯特別硬，涼菜味道還不錯，結果吃出草葉來，還不止一個樣式的！我特別想知道你們家做菜之前都不清洗的麼？好好的一頓飯噁心死了！也不知道是我運氣不好還是菜做的比較馬虎！
0,兩個小時的外賣，我也是服了
0,"味道還行,就是這肉切得太厚啦,太肥啦,第一次吃到這麼大得肉"
0,生平第一次吃甜味的地三鮮，這算是創新嗎
0,"這魚,筷子一下去,就都碎了"
0,送餐很快的，味道也好，就是麻辣香鍋裏花椒多到和菜糾結的抖不下來，真沒法吃。米飯很大一盒。
0,從下單到送達真的四十分鐘，夠速度。但是味道確實流汗～而且送餐小哥走時沒關門:-D:-D
0,一般吧，還可以
0,還能比這速度更慢嗎？
0,羊肉串是涼的。
0,小炒肉不錯，還得說一句他家宮爆雞丁太難吃，甜的齁死人
0,宮爆雞丁也太甜了吧，我一個喜歡吃甜的人都覺得有點太甜了
0,小炒肉太辣，辣椒放太多，涼粉更辣！還有就是連筷子都不給難道要用手抓着吃嗎？
0,涼菜味道還不錯，熱菜一般。
0,"宮保雞丁,雞丁太乾,花生不脆,口感不好,重慶辣子雞,無香辣味"
0,雞丁有異味，
0,永遠不會光顧這家，點了一份燉牛肉，牛肉的味道真是難以下嚥，羶氣和臭味混合，噁心死了，燉牛肉裏有土豆、尖椒，胡蘿蔔，完全炒牛肉的樣子，跟燉牛肉差十萬八千里，噁心完全不會再來，點餐的朋友們小心了
0,武昌魚不新鮮-_-#
0,在米飯中有蒼蠅，情況極其惡劣。
0,一份魚香肉絲小炒的量還沒有蓋飯的分量足，根本不夠吃！！！！圖文不符！！！
0,"把我點的菜都給忘了,10.30下的單,12點10纔到,我能說什麼呢"
0,"魚很腥。豆角也沒上次好吃，很老,不會再來了"
0,上面寫的我的外賣大約會在13：06送達，現在都14：09了，鍋包肉很少不說，好像人家剩下的。只有米飯還可以。再不會光顧你們家了，送餐用了101分鐘真厲害，可惜不能上圖。
0,川湘菜做成江浙滬菜，魚香茄子是甜味
0,沒有按客戶要求提醒星巴克把咖啡去冰
0,送錯咖啡了，註明豆奶拿鐵沒有送
0,第一次使用就成這樣，所有咖啡撒的到處都是！
0,時間慢就不說了，咖啡灑得一塌糊塗，估計提着跑了好幾家了。真夠爛了
0,"咖啡沒有喝,拿錯怎麼喝"
0,並不是香草拿鐵！？？？！
0,要的是拿鐵加濃，天天都買都喝的東西，今天的完全不對，清湯寡水一樣！！！
0,送來只有半杯了，最後一次用百度外賣
0,15點下的單，17點送到的，就兩杯咖啡，出門在外都不容易，送晚了連句話都沒有，實在有點兒……我從來沒在送餐軟件上給過差評，這是第一個。
0,又沒加濃縮，備註裏面寫的很清楚，爲什麼十次有八次都沒加濃縮！！！百度外賣真的服務這麼差嗎？是星巴克問題還是百度外賣問題？？？
0,真是過分極了！掛電話！熱飲都是涼的！還是半杯！第一次體感這麼差！！！！！真長見識！
0,騎士接到餐後，先後跑了七八個地兒，1小時後才送到我這裏，希望這位騎士再也不要接我的單。咖啡涼了也撒了，真差
0,"嚴重超時,咖啡都灑了"
0,"還剩餘一大部分,撒漏太多,被子外面都是咖啡,沒有封口"
0,沒按要求加濃縮，咖啡還灑的亂七八糟……
0,全送錯了，要的熱的給的冰的，要的冰的給的熱的
0,買了好幾次了都沒問題，但這次的咖啡不知爲什麼上面一層油，幸虧打開蓋看了一下，要不就喝進去了
0,"給我送的飲料灑了,很多,袋子也溼了很多"
0,"送貨小哥人很好，只是送過來的咖啡我想說你們做的咖啡裏是忘記加咖啡了嗎？還是巧克力不要錢？完全和熱巧克巧一個味道…,真是慘痛的經歷。"
0,咖啡裏面喝出一塊塑料袋，幸虧喝的慢，雞肉一股腥味，沒有以前好吃
0,媽的沒貨、而且給的超級少、有圖片都能罵死他
0,"1，快2個小時才送到,也沒有超時賠付,2，沒按備註製作咖啡,3，冬天能不能增加點保溫措施,熱飲變冷飲了"
0,下次一定不定了，什麼都沒有，換的黑森蛋糕根本就不是，以爲大家沒吃過是吧。
0,我說了要半糖給的全糖的很甜，杯子上也沒做半糖標註
0,都化了，不好喝了，想退了
0,餐品送錯，告知也不理睬，不負責任
0,系統顯示快遞已取貨，但10分鐘後打電話問快遞員還在店內沒取貨，明顯有欺騙性質！導致客戶在門口等了很久！
0,12：19下單，實際送達時間14:41，咖啡灑的到處都是，已經涼了。還跟我說車壞了，車壞了能繞着望京跑一圈？還沒送到就點了到達
0,一個多小時纔到，全撒了！！
0,"預計最晚兩點十分送到,收貨時間兩點五十五分,咖啡已經變成涼的"
0,送到的時候已經涼透了
0,上午下單，下午才送！怎麼索賠
0,要的無糖！無糖！無糖！
0,來電話說給撒了。讓我取消。客服說聯繫補送。都過了五個小時了沒人來電話。這事怎麼解決？！
0,"疑似送錯,沒奶泡,沒焦糖,還撒了,送了一個半小時,商家又沒超時半價,張嘴就跟我瞎話,還系統已經自動半價,送的貌似是普通拿鐵,估計我那杯不知道給誰去了,爲別人多花四塊,呵呵"
0,不知道是星巴克的原因還是配送員的原因，咖啡是涼的，還是半杯！摩卡上面的奶油也沒了。很鬱悶
0,下單2個多小時沒看見咖啡，最後告知咖啡送到樓下全撒了！上樓退錢給你，百度外賣你是怎麼了？！
0,寫了要去冰少糖沒有按要求
0,"只要用百度外賣,永遠只有大半杯。永遠不滿杯，不知道該通過什麼渠道投訴星巴克。"
0,餐廳離我家很近，騎手取餐後卻先跑了其他3個小區，導致送餐速度慢，咖啡也涼了。
0,備註加奶油也沒加，騎士服務很好
0,11點40下的單，14點送到，咖啡全涼，百度外賣用了那麼多次，最差的一次體驗，再這樣，不用了
0,送外地時間都夠了，都快2小時了
0,可能因爲是外送，量比平時在店裏喝少太多了。也就大半杯。無語了
0,"要了超大杯，卻給我大杯，但是還是很感謝騎手大叔，,這麼冷的天氣，"
0,"咖啡涼了,撒的不少,沒以前好了"
0,"加了奶油都不到蓋子,什麼情況"
0,咖啡到了幾乎涼了，還撒了好多，以後不會用百度外賣代購咖啡了
0,"咖啡撒了一兜子,還是涼的,服了"
0,太差了，全撒了。蛋糕用咖啡杯裝
0,"完全化了,奶油爛糟糟的"
0,星巴克永遠灑半杯，下次收半價行嘛？
0,說了三遍加奶油，還是忘了，好難喝
0,沒有糖包，熱巧克力要了只有一半
0,灑的很厲害，然後兩杯咖啡不給杯示，根本分不清啊，卡布的奶泡本來應該很多，都灑了，跟拿鐵一樣了，囧
0,送餐員到了打電話，讓我下樓自取。我下樓後找不着人，打電話才知道他去別的地方送餐了，讓我在樓下等他，等了8分鐘。我還要上班了，自己下樓取還要等他？開玩笑吧，服務太差了。咖啡還涼了。
0,沒放糖，沒放奶油，好難喝
0,灑出來了！！！配送太差！
0,咖啡灑了，定了三次咖啡都是灑出來的
0,點的星冰樂，來了變成星水樂了，在差幾分鐘超時賠付時才送到，這次真的太慢了
0,我只想說不給吸管你告訴我怎麼喝？
0,咖啡送到的時候每個都只有半杯。。。
0,冷熱放一個袋子，冰的全化了，熱的也變成涼的了！和朋友都沒喝好。
0,我要的是香草拿鐵，但是送來的是拿鐵啊…
0,"點啥啥沒有,退單無數次"
0,咖啡星冰樂分明點的是瓶裝的，但是送來是塑料裝的
0,撒的到處是。摩卡只有半杯了。
0,"超時不賠付,還灑了很多"
0,"一個小時四十多分鐘纔到,咖啡灑的哪裏都是,要的熱咖啡,到了已經涼了"
0,"無語O__O""…問蒼天"
0,卡布奇諾真的不知道怎麼評價。根本送來的就不是我訂的
0,本來挺好的星冰樂，都化了，52送到的，送餐員都說超過了半小時，百度外賣系統顯示50送到的，神馬玩意啊。
0,"我要榛果拿鐵,結果送了純拿鐵,從來沒碰到過這樣的"
0,"說快的全是託麼,爲什麼就給我送每次這麼慢,都得1個多小時,就兩站地的距離,每次一看配送員路線都發現,好麼,這繞着一大圈啊,星冰樂又全融化沒了,那我直接點便宜的涼可可不行麼"
0,美式灑了好多
0,沒吸管，沒奶油差評.......
0,"超級噁心,取了半個小時,送了45分鐘,不給打電話還不給送呢,張嘴就瞎話,說在樓底下了,出去等半天也沒人,還差3分鐘就半價了,早知道不尼瑪給你打電話了,直接半價拉倒,星冰樂一點冰都沒有了,奶油也全泡沒了,咖啡也灑了點,最快一次一人13分鐘送來了,你TM送了1個半小時,人比人得死,貨比貨得仍啊"
0,太差了，東西送錯還超時。態度也不好
0,爲什麼經常要撒掉！我沒次不說，你們就沒個完了？！
0,咖啡杯漏了
0,送餐嚴重超時！！
0,速度挺快的~就是有點撒了，點的抹茶拿鐵太甜了……味道一般
0,"3點50訂,4點10分纔去取,40才送到,500米送了30分鐘也是了得,拿這我咖啡晃悠了半個小時,兩杯咖啡都晃灑了一格的量,你不認識道到是給我打電話啊,我給你打還提示說請加區號,我就去,我知道你哪的啊"
0,經典巧克力沒給奶油
0,"全灑了,昨天朋友的也是，今天我訂的也灑了。"
